Serial,Latitude,Longitude,Type,SensorType,Code,BeginTime,EndTime,LAT,LNG
PI040298AD5J215142,-7.922999999999999,54.98,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_5tjrqt1c,2018-10-17T13:14:07.000Z,2018-10-17T13:59:07.000Z,54.98,-7.922999999999999
PI040298AD5J215142,-7.922999999999999,54.98,Thingful.Connectors.GROWSensors.BatteryLevel,Flower Power,Grow.Thingful.Sensors_5tjrqt1c,2018-10-17T13:14:07.000Z,2018-10-17T13:59:07.000Z,54.98,-7.922999999999999
PI040298AD5J215142,-7.922999999999999,54.98,Thingful.Connectors.GROWSensors.FertilizerLevel,Flower Power,Grow.Thingful.Sensors_5tjrqt1c,2018-10-17T13:14:07.000Z,2018-10-17T13:59:07.000Z,54.98,-7.922999999999999
PI040298AD5J215142,-7.922999999999999,54.98,Thingful.Connectors.GROWSensors.Light,Flower Power,Grow.Thingful.Sensors_5tjrqt1c,2018-10-17T13:14:07.000Z,2018-10-17T13:59:07.000Z,54.98,-7.922999999999999
PI040298AD5J215142,-7.922999999999999,54.98,Thingful.Connectors.GROWSensors.SoilMoisture,Flower Power,Grow.Thingful.Sensors_5tjrqt1c,2018-10-17T13:14:07.000Z,2018-10-17T13:59:07.000Z,54.98,-7.922999999999999
PI040298AD5J215142,-7.922999999999999,54.98,Thingful.Connectors.GROWSensors.WaterTankLevel,Flower Power,Grow.Thingful.Sensors_5tjrqt1c,2018-10-17T13:14:07.000Z,2018-10-17T13:59:07.000Z,54.98,-7.922999999999999
PI040298AD5J215095,-7.968,54.964,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_fqzb9jsq,2018-10-17T13:31:11.000Z,2018-12-29T09:40:49.000Z,54.964,-7.968
PI040298AD5J215095,-7.968,54.964,Thingful.Connectors.GROWSensors.BatteryLevel,Flower Power,Grow.Thingful.Sensors_fqzb9jsq,2018-10-17T13:31:11.000Z,2018-12-29T09:40:49.000Z,54.964,-7.968
PI040298AD5J215095,-7.968,54.964,Thingful.Connectors.GROWSensors.FertilizerLevel,Flower Power,Grow.Thingful.Sensors_fqzb9jsq,2018-10-17T13:31:11.000Z,2018-12-29T09:40:49.000Z,54.964,-7.968
PI040298AD5J215095,-7.968,54.964,Thingful.Connectors.GROWSensors.Light,Flower Power,Grow.Thingful.Sensors_fqzb9jsq,2018-10-17T13:31:11.000Z,2018-12-29T09:40:49.000Z,54.964,-7.968
PI040298AD5J215095,-7.968,54.964,Thingful.Connectors.GROWSensors.SoilMoisture,Flower Power,Grow.Thingful.Sensors_fqzb9jsq,2018-10-17T13:31:11.000Z,2018-12-29T09:40:49.000Z,54.964,-7.968
PI040298AD5J215095,-7.968,54.964,Thingful.Connectors.GROWSensors.WaterTankLevel,Flower Power,Grow.Thingful.Sensors_fqzb9jsq,2018-10-17T13:31:11.000Z,2018-12-29T09:40:49.000Z,54.964,-7.968
PI040298AD5J214214,-7.922000000000001,54.979,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_mqe06kvv,2018-10-17T13:22:33.000Z,2018-10-17T14:07:33.000Z,54.979,-7.922000000000001
PI040298AD5J214214,-7.922000000000001,54.979,Thingful.Connectors.GROWSensors.BatteryLevel,Flower Power,Grow.Thingful.Sensors_mqe06kvv,2018-10-17T13:22:33.000Z,2018-10-17T14:07:33.000Z,54.979,-7.922000000000001
PI040298AD5J214214,-7.922000000000001,54.979,Thingful.Connectors.GROWSensors.FertilizerLevel,Flower Power,Grow.Thingful.Sensors_mqe06kvv,2018-10-17T13:22:33.000Z,2018-10-17T14:07:33.000Z,54.979,-7.922000000000001
PI040298AD5J214214,-7.922000000000001,54.979,Thingful.Connectors.GROWSensors.Light,Flower Power,Grow.Thingful.Sensors_mqe06kvv,2018-10-17T13:22:33.000Z,2018-10-17T14:07:33.000Z,54.979,-7.922000000000001
PI040298AD5J214214,-7.922000000000001,54.979,Thingful.Connectors.GROWSensors.SoilMoisture,Flower Power,Grow.Thingful.Sensors_mqe06kvv,2018-10-17T13:22:33.000Z,2018-10-17T14:07:33.000Z,54.979,-7.922000000000001
PI040298AD5J214214,-7.922000000000001,54.979,Thingful.Connectors.GROWSensors.WaterTankLevel,Flower Power,Grow.Thingful.Sensors_mqe06kvv,2018-10-17T13:22:33.000Z,2018-10-17T14:07:33.000Z,54.979,-7.922000000000001
PI040298AD5J214635,-7.9239999999999995,54.981,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_xw97j79a,2018-10-17T13:02:55.000Z,2018-10-17T14:32:55.000Z,54.981,-7.9239999999999995
PI040298AD5J214635,-7.9239999999999995,54.981,Thingful.Connectors.GROWSensors.BatteryLevel,Flower Power,Grow.Thingful.Sensors_xw97j79a,2018-10-17T13:02:55.000Z,2018-10-17T14:32:55.000Z,54.981,-7.9239999999999995
PI040298AD5J214635,-7.9239999999999995,54.981,Thingful.Connectors.GROWSensors.FertilizerLevel,Flower Power,Grow.Thingful.Sensors_xw97j79a,2018-10-17T13:02:55.000Z,2018-10-17T14:32:55.000Z,54.981,-7.9239999999999995
PI040298AD5J214635,-7.9239999999999995,54.981,Thingful.Connectors.GROWSensors.Light,Flower Power,Grow.Thingful.Sensors_xw97j79a,2018-10-17T13:02:55.000Z,2018-10-17T14:32:55.000Z,54.981,-7.9239999999999995
PI040298AD5J214635,-7.9239999999999995,54.981,Thingful.Connectors.GROWSensors.SoilMoisture,Flower Power,Grow.Thingful.Sensors_xw97j79a,2018-10-17T13:02:55.000Z,2018-10-17T14:32:55.000Z,54.981,-7.9239999999999995
PI040298AD5J214635,-7.9239999999999995,54.981,Thingful.Connectors.GROWSensors.WaterTankLevel,Flower Power,Grow.Thingful.Sensors_xw97j79a,2018-10-17T13:02:55.000Z,2018-10-17T14:32:55.000Z,54.981,-7.9239999999999995
PI040298AD5G203425,-7.9239999999999995,54.98,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_fzja2fbn,2018-10-17T13:11:22.000Z,2018-10-17T13:56:22.000Z,54.98,-7.9239999999999995
PI040298AD5G203425,-7.9239999999999995,54.98,Thingful.Connectors.GROWSensors.BatteryLevel,Flower Power,Grow.Thingful.Sensors_fzja2fbn,2018-10-17T13:11:22.000Z,2018-10-17T13:56:22.000Z,54.98,-7.9239999999999995
PI040298AD5G203425,-7.9239999999999995,54.98,Thingful.Connectors.GROWSensors.FertilizerLevel,Flower Power,Grow.Thingful.Sensors_fzja2fbn,2018-10-17T13:11:22.000Z,2018-10-17T13:56:22.000Z,54.98,-7.9239999999999995
PI040298AD5G203425,-7.9239999999999995,54.98,Thingful.Connectors.GROWSensors.Light,Flower Power,Grow.Thingful.Sensors_fzja2fbn,2018-10-17T13:11:22.000Z,2018-10-17T13:56:22.000Z,54.98,-7.9239999999999995
PI040298AD5G203425,-7.9239999999999995,54.98,Thingful.Connectors.GROWSensors.SoilMoisture,Flower Power,Grow.Thingful.Sensors_fzja2fbn,2018-10-17T13:11:22.000Z,2018-10-17T13:56:22.000Z,54.98,-7.9239999999999995
PI040298AD5G203425,-7.9239999999999995,54.98,Thingful.Connectors.GROWSensors.WaterTankLevel,Flower Power,Grow.Thingful.Sensors_fzja2fbn,2018-10-17T13:11:22.000Z,2018-10-17T13:56:22.000Z,54.98,-7.9239999999999995
PI040297AD5I205461,-2.88,56.638999999999996,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_qv71bqpk,2018-10-20T19:46:34.000Z,2019-04-01T21:07:01.000Z,56.638999999999996,-2.88
PI040297AD5I205461,-2.88,56.638999999999996,Thingful.Connectors.GROWSensors.BatteryLevel,Flower Power,Grow.Thingful.Sensors_qv71bqpk,2018-10-20T19:46:34.000Z,2019-04-01T21:07:01.000Z,56.638999999999996,-2.88
PI040297AD5I205461,-2.88,56.638999999999996,Thingful.Connectors.GROWSensors.FertilizerLevel,Flower Power,Grow.Thingful.Sensors_qv71bqpk,2018-10-20T19:46:34.000Z,2019-04-01T21:07:01.000Z,56.638999999999996,-2.88
PI040297AD5I205461,-2.88,56.638999999999996,Thingful.Connectors.GROWSensors.Light,Flower Power,Grow.Thingful.Sensors_qv71bqpk,2018-10-20T19:46:34.000Z,2019-04-01T21:07:01.000Z,56.638999999999996,-2.88
PI040297AD5I205461,-2.88,56.638999999999996,Thingful.Connectors.GROWSensors.SoilMoisture,Flower Power,Grow.Thingful.Sensors_qv71bqpk,2018-10-20T19:46:34.000Z,2019-04-01T21:07:01.000Z,56.638999999999996,-2.88
PI040297AD5I205461,-2.88,56.638999999999996,Thingful.Connectors.GROWSensors.WaterTankLevel,Flower Power,Grow.Thingful.Sensors_qv71bqpk,2018-10-20T19:46:34.000Z,2019-04-01T21:07:01.000Z,56.638999999999996,-2.88
PI040297AD5I203550,-2.8810000000000002,56.638999999999996,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_vz0587gv,2018-10-20T19:54:07.000Z,2019-04-06T09:03:17.000Z,56.638999999999996,-2.8810000000000002
PI040297AD5I203550,-2.8810000000000002,56.638999999999996,Thingful.Connectors.GROWSensors.BatteryLevel,Flower Power,Grow.Thingful.Sensors_vz0587gv,2018-10-20T19:54:07.000Z,2019-04-06T09:03:17.000Z,56.638999999999996,-2.8810000000000002
PI040297AD5I203550,-2.8810000000000002,56.638999999999996,Thingful.Connectors.GROWSensors.FertilizerLevel,Flower Power,Grow.Thingful.Sensors_vz0587gv,2018-10-20T19:54:07.000Z,2019-04-06T09:03:17.000Z,56.638999999999996,-2.8810000000000002
PI040297AD5I203550,-2.8810000000000002,56.638999999999996,Thingful.Connectors.GROWSensors.Light,Flower Power,Grow.Thingful.Sensors_vz0587gv,2018-10-20T19:54:07.000Z,2019-04-06T09:03:17.000Z,56.638999999999996,-2.8810000000000002
PI040297AD5I203550,-2.8810000000000002,56.638999999999996,Thingful.Connectors.GROWSensors.SoilMoisture,Flower Power,Grow.Thingful.Sensors_vz0587gv,2018-10-20T19:54:07.000Z,2019-04-06T09:03:17.000Z,56.638999999999996,-2.8810000000000002
PI040297AD5I203550,-2.8810000000000002,56.638999999999996,Thingful.Connectors.GROWSensors.WaterTankLevel,Flower Power,Grow.Thingful.Sensors_vz0587gv,2018-10-20T19:54:07.000Z,2019-04-06T09:03:17.000Z,56.638999999999996,-2.8810000000000002
"PI040297AD5I210109. FuturePractice:,Id:461,LandCoverOverlay:,LandCoverTypes:[Additional:[],Cover:> 91%,Id:4056,Name:Vegetables and crops, herbs and ornamentals],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:56.5722961,Longitude:-3.23392773,ParcelSize:> 10 ha,Photos:,SensorId:STC_FMT_crop_control,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:,SlopePosition:Flat,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2018-12-22T12:47:44.669394+00:",-3.234,56.571999999999996,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_pgr59nte,2018-10-20T16:11:44.000Z,2019-05-12T19:00:16.000Z,56.571999999999996,-3.234
"PI040297AD5I210109. FuturePractice:,Id:461,LandCoverOverlay:,LandCoverTypes:[Additional:[],Cover:> 91%,Id:4056,Name:Vegetables and crops, herbs and ornamentals],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:56.5722961,Longitude:-3.23392773,ParcelSize:> 10 ha,Photos:,SensorId:STC_FMT_crop_control,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:,SlopePosition:Flat,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2018-12-22T12:47:44.669394+00:",-3.234,56.571999999999996,Thingful.Connectors.GROWSensors.BatteryLevel,Flower Power,Grow.Thingful.Sensors_pgr59nte,2018-10-20T16:11:44.000Z,2019-05-12T19:00:16.000Z,56.571999999999996,-3.234
"PI040297AD5I210109. FuturePractice:,Id:461,LandCoverOverlay:,LandCoverTypes:[Additional:[],Cover:> 91%,Id:4056,Name:Vegetables and crops, herbs and ornamentals],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:56.5722961,Longitude:-3.23392773,ParcelSize:> 10 ha,Photos:,SensorId:STC_FMT_crop_control,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:,SlopePosition:Flat,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2018-12-22T12:47:44.669394+00:",-3.234,56.571999999999996,Thingful.Connectors.GROWSensors.FertilizerLevel,Flower Power,Grow.Thingful.Sensors_pgr59nte,2018-10-20T16:11:44.000Z,2019-05-12T19:00:16.000Z,56.571999999999996,-3.234
"PI040297AD5I210109. FuturePractice:,Id:461,LandCoverOverlay:,LandCoverTypes:[Additional:[],Cover:> 91%,Id:4056,Name:Vegetables and crops, herbs and ornamentals],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:56.5722961,Longitude:-3.23392773,ParcelSize:> 10 ha,Photos:,SensorId:STC_FMT_crop_control,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:,SlopePosition:Flat,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2018-12-22T12:47:44.669394+00:",-3.234,56.571999999999996,Thingful.Connectors.GROWSensors.Light,Flower Power,Grow.Thingful.Sensors_pgr59nte,2018-10-20T16:11:44.000Z,2019-05-12T19:00:16.000Z,56.571999999999996,-3.234
"PI040297AD5I210109. FuturePractice:,Id:461,LandCoverOverlay:,LandCoverTypes:[Additional:[],Cover:> 91%,Id:4056,Name:Vegetables and crops, herbs and ornamentals],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:56.5722961,Longitude:-3.23392773,ParcelSize:> 10 ha,Photos:,SensorId:STC_FMT_crop_control,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:,SlopePosition:Flat,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2018-12-22T12:47:44.669394+00:",-3.234,56.571999999999996,Thingful.Connectors.GROWSensors.SoilMoisture,Flower Power,Grow.Thingful.Sensors_pgr59nte,2018-10-20T16:11:44.000Z,2019-05-12T19:00:16.000Z,56.571999999999996,-3.234
"PI040297AD5I210109. FuturePractice:,Id:461,LandCoverOverlay:,LandCoverTypes:[Additional:[],Cover:> 91%,Id:4056,Name:Vegetables and crops, herbs and ornamentals],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:56.5722961,Longitude:-3.23392773,ParcelSize:> 10 ha,Photos:,SensorId:STC_FMT_crop_control,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:,SlopePosition:Flat,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2018-12-22T12:47:44.669394+00:",-3.234,56.571999999999996,Thingful.Connectors.GROWSensors.WaterTankLevel,Flower Power,Grow.Thingful.Sensors_pgr59nte,2018-10-20T16:11:44.000Z,2019-05-12T19:00:16.000Z,56.571999999999996,-3.234
PI040297AD5I207079,-3.233,56.573,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_km5mg7g1,2018-10-18T14:36:18.000Z,2019-10-10T13:44:55.000Z,56.573,-3.233
PI040297AD5I207079,-3.233,56.573,Thingful.Connectors.GROWSensors.BatteryLevel,Flower Power,Grow.Thingful.Sensors_km5mg7g1,2018-10-18T14:36:18.000Z,2019-10-10T13:44:55.000Z,56.573,-3.233
PI040297AD5I207079,-3.233,56.573,Thingful.Connectors.GROWSensors.FertilizerLevel,Flower Power,Grow.Thingful.Sensors_km5mg7g1,2018-10-18T14:36:18.000Z,2019-10-10T13:44:55.000Z,56.573,-3.233
PI040297AD5I207079,-3.233,56.573,Thingful.Connectors.GROWSensors.Light,Flower Power,Grow.Thingful.Sensors_km5mg7g1,2018-10-18T14:36:18.000Z,2019-10-10T13:44:55.000Z,56.573,-3.233
PI040297AD5I207079,-3.233,56.573,Thingful.Connectors.GROWSensors.SoilMoisture,Flower Power,Grow.Thingful.Sensors_km5mg7g1,2018-10-18T14:36:18.000Z,2019-10-10T13:44:55.000Z,56.573,-3.233
PI040297AD5I207079,-3.233,56.573,Thingful.Connectors.GROWSensors.WaterTankLevel,Flower Power,Grow.Thingful.Sensors_km5mg7g1,2018-10-18T14:36:18.000Z,2019-10-10T13:44:55.000Z,56.573,-3.233
PI040297AD5I207232,-3.213,55.729,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ds5tv3jd,2018-09-29T10:22:16.000Z,2019-08-03T19:22:15.000Z,55.729,-3.213
PI040297AD5I207232,-3.213,55.729,Thingful.Connectors.GROWSensors.BatteryLevel,Flower Power,Grow.Thingful.Sensors_ds5tv3jd,2018-09-29T10:22:16.000Z,2019-08-03T19:22:15.000Z,55.729,-3.213
PI040297AD5I207232,-3.213,55.729,Thingful.Connectors.GROWSensors.FertilizerLevel,Flower Power,Grow.Thingful.Sensors_ds5tv3jd,2018-09-29T10:22:16.000Z,2019-08-03T19:22:15.000Z,55.729,-3.213
PI040297AD5I207232,-3.213,55.729,Thingful.Connectors.GROWSensors.Light,Flower Power,Grow.Thingful.Sensors_ds5tv3jd,2018-09-29T10:22:16.000Z,2019-08-03T19:22:15.000Z,55.729,-3.213
PI040297AD5I207232,-3.213,55.729,Thingful.Connectors.GROWSensors.SoilMoisture,Flower Power,Grow.Thingful.Sensors_ds5tv3jd,2018-09-29T10:22:16.000Z,2019-08-03T19:22:15.000Z,55.729,-3.213
PI040297AD5I207232,-3.213,55.729,Thingful.Connectors.GROWSensors.WaterTankLevel,Flower Power,Grow.Thingful.Sensors_ds5tv3jd,2018-09-29T10:22:16.000Z,2019-08-03T19:22:15.000Z,55.729,-3.213
PI040297AD5I209754,-3.542,56.751999999999995,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_m55057am,2018-10-27T11:45:01.000Z,2018-11-30T12:28:41.000Z,56.751999999999995,-3.542
PI040297AD5I209754,-3.542,56.751999999999995,Thingful.Connectors.GROWSensors.BatteryLevel,Flower Power,Grow.Thingful.Sensors_m55057am,2018-10-27T11:45:01.000Z,2018-11-30T12:28:41.000Z,56.751999999999995,-3.542
PI040297AD5I209754,-3.542,56.751999999999995,Thingful.Connectors.GROWSensors.FertilizerLevel,Flower Power,Grow.Thingful.Sensors_m55057am,2018-10-27T11:45:01.000Z,2018-11-30T12:28:41.000Z,56.751999999999995,-3.542
PI040297AD5I209754,-3.542,56.751999999999995,Thingful.Connectors.GROWSensors.Light,Flower Power,Grow.Thingful.Sensors_m55057am,2018-10-27T11:45:01.000Z,2018-11-30T12:28:41.000Z,56.751999999999995,-3.542
PI040297AD5I209754,-3.542,56.751999999999995,Thingful.Connectors.GROWSensors.SoilMoisture,Flower Power,Grow.Thingful.Sensors_m55057am,2018-10-27T11:45:01.000Z,2018-11-30T12:28:41.000Z,56.751999999999995,-3.542
PI040297AD5I209754,-3.542,56.751999999999995,Thingful.Connectors.GROWSensors.WaterTankLevel,Flower Power,Grow.Thingful.Sensors_m55057am,2018-10-27T11:45:01.000Z,2018-11-30T12:28:41.000Z,56.751999999999995,-3.542
"PI040297AD5I206301. FuturePractice:,Id:721,LandCoverOverlay:,LandCoverTypes:[Additional:[Fruit and nut trees (incl. olives)],Cover:< 5%,Id:4054,Name:Trees,Additional:[Fruiting shrubs (incl. grapevines)],Cover:11-25%,Id:4055,Name:Shrubs,Additional:[],Cover:11-25%,Id:4056,Name:Vegetables and crops, herbs and ornamentals,Additional:[],Cover:51-75%,Id:4057,Name:Other ground covering plants (weeds, grasses),Additional:[],Cover:76-90%,Id:4058,Name:Mulched ground],LandManagement:,LandUseArea:Rural mixed,LandUseSpot:Garden area,Latitude:52.79802,Longitude:-3.8714056,ParcelSize:501  1000 sqm,Photos:,SensorId:Garden,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:false,SensorShadedByTrees:true,SlopeAspect:,SlopePosition:Flat,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-05-18T12:30:08.935327+00:",-3.542,56.751999999999995,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_0gzbnyhs,2018-10-27T12:11:54.000Z,2019-01-19T14:24:56.000Z,56.751999999999995,-3.542
"PI040297AD5I206301. FuturePractice:,Id:721,LandCoverOverlay:,LandCoverTypes:[Additional:[Fruit and nut trees (incl. olives)],Cover:< 5%,Id:4054,Name:Trees,Additional:[Fruiting shrubs (incl. grapevines)],Cover:11-25%,Id:4055,Name:Shrubs,Additional:[],Cover:11-25%,Id:4056,Name:Vegetables and crops, herbs and ornamentals,Additional:[],Cover:51-75%,Id:4057,Name:Other ground covering plants (weeds, grasses),Additional:[],Cover:76-90%,Id:4058,Name:Mulched ground],LandManagement:,LandUseArea:Rural mixed,LandUseSpot:Garden area,Latitude:52.79802,Longitude:-3.8714056,ParcelSize:501  1000 sqm,Photos:,SensorId:Garden,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:false,SensorShadedByTrees:true,SlopeAspect:,SlopePosition:Flat,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-05-18T12:30:08.935327+00:",-3.542,56.751999999999995,Thingful.Connectors.GROWSensors.BatteryLevel,Flower Power,Grow.Thingful.Sensors_0gzbnyhs,2018-10-27T12:11:54.000Z,2019-01-19T14:24:56.000Z,56.751999999999995,-3.542
"PI040297AD5I206301. FuturePractice:,Id:721,LandCoverOverlay:,LandCoverTypes:[Additional:[Fruit and nut trees (incl. olives)],Cover:< 5%,Id:4054,Name:Trees,Additional:[Fruiting shrubs (incl. grapevines)],Cover:11-25%,Id:4055,Name:Shrubs,Additional:[],Cover:11-25%,Id:4056,Name:Vegetables and crops, herbs and ornamentals,Additional:[],Cover:51-75%,Id:4057,Name:Other ground covering plants (weeds, grasses),Additional:[],Cover:76-90%,Id:4058,Name:Mulched ground],LandManagement:,LandUseArea:Rural mixed,LandUseSpot:Garden area,Latitude:52.79802,Longitude:-3.8714056,ParcelSize:501  1000 sqm,Photos:,SensorId:Garden,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:false,SensorShadedByTrees:true,SlopeAspect:,SlopePosition:Flat,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-05-18T12:30:08.935327+00:",-3.542,56.751999999999995,Thingful.Connectors.GROWSensors.FertilizerLevel,Flower Power,Grow.Thingful.Sensors_0gzbnyhs,2018-10-27T12:11:54.000Z,2019-01-19T14:24:56.000Z,56.751999999999995,-3.542
"PI040297AD5I206301. FuturePractice:,Id:721,LandCoverOverlay:,LandCoverTypes:[Additional:[Fruit and nut trees (incl. olives)],Cover:< 5%,Id:4054,Name:Trees,Additional:[Fruiting shrubs (incl. grapevines)],Cover:11-25%,Id:4055,Name:Shrubs,Additional:[],Cover:11-25%,Id:4056,Name:Vegetables and crops, herbs and ornamentals,Additional:[],Cover:51-75%,Id:4057,Name:Other ground covering plants (weeds, grasses),Additional:[],Cover:76-90%,Id:4058,Name:Mulched ground],LandManagement:,LandUseArea:Rural mixed,LandUseSpot:Garden area,Latitude:52.79802,Longitude:-3.8714056,ParcelSize:501  1000 sqm,Photos:,SensorId:Garden,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:false,SensorShadedByTrees:true,SlopeAspect:,SlopePosition:Flat,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-05-18T12:30:08.935327+00:",-3.542,56.751999999999995,Thingful.Connectors.GROWSensors.Light,Flower Power,Grow.Thingful.Sensors_0gzbnyhs,2018-10-27T12:11:54.000Z,2019-01-19T14:24:56.000Z,56.751999999999995,-3.542
"PI040297AD5I206301. FuturePractice:,Id:721,LandCoverOverlay:,LandCoverTypes:[Additional:[Fruit and nut trees (incl. olives)],Cover:< 5%,Id:4054,Name:Trees,Additional:[Fruiting shrubs (incl. grapevines)],Cover:11-25%,Id:4055,Name:Shrubs,Additional:[],Cover:11-25%,Id:4056,Name:Vegetables and crops, herbs and ornamentals,Additional:[],Cover:51-75%,Id:4057,Name:Other ground covering plants (weeds, grasses),Additional:[],Cover:76-90%,Id:4058,Name:Mulched ground],LandManagement:,LandUseArea:Rural mixed,LandUseSpot:Garden area,Latitude:52.79802,Longitude:-3.8714056,ParcelSize:501  1000 sqm,Photos:,SensorId:Garden,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:false,SensorShadedByTrees:true,SlopeAspect:,SlopePosition:Flat,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-05-18T12:30:08.935327+00:",-3.542,56.751999999999995,Thingful.Connectors.GROWSensors.SoilMoisture,Flower Power,Grow.Thingful.Sensors_0gzbnyhs,2018-10-27T12:11:54.000Z,2019-01-19T14:24:56.000Z,56.751999999999995,-3.542
"PI040297AD5I206301. FuturePractice:,Id:721,LandCoverOverlay:,LandCoverTypes:[Additional:[Fruit and nut trees (incl. olives)],Cover:< 5%,Id:4054,Name:Trees,Additional:[Fruiting shrubs (incl. grapevines)],Cover:11-25%,Id:4055,Name:Shrubs,Additional:[],Cover:11-25%,Id:4056,Name:Vegetables and crops, herbs and ornamentals,Additional:[],Cover:51-75%,Id:4057,Name:Other ground covering plants (weeds, grasses),Additional:[],Cover:76-90%,Id:4058,Name:Mulched ground],LandManagement:,LandUseArea:Rural mixed,LandUseSpot:Garden area,Latitude:52.79802,Longitude:-3.8714056,ParcelSize:501  1000 sqm,Photos:,SensorId:Garden,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:false,SensorShadedByTrees:true,SlopeAspect:,SlopePosition:Flat,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-05-18T12:30:08.935327+00:",-3.542,56.751999999999995,Thingful.Connectors.GROWSensors.WaterTankLevel,Flower Power,Grow.Thingful.Sensors_0gzbnyhs,2018-10-27T12:11:54.000Z,2019-01-19T14:24:56.000Z,56.751999999999995,-3.542
PI040297AD5I206274,-3.542,56.751999999999995,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_m2dmyswf,2018-10-27T12:07:13.000Z,2019-03-31T10:54:50.000Z,56.751999999999995,-3.542
PI040297AD5I206274,-3.542,56.751999999999995,Thingful.Connectors.GROWSensors.BatteryLevel,Flower Power,Grow.Thingful.Sensors_m2dmyswf,2018-10-27T12:07:13.000Z,2019-03-31T10:54:50.000Z,56.751999999999995,-3.542
PI040297AD5I206274,-3.542,56.751999999999995,Thingful.Connectors.GROWSensors.FertilizerLevel,Flower Power,Grow.Thingful.Sensors_m2dmyswf,2018-10-27T12:07:13.000Z,2019-03-31T10:54:50.000Z,56.751999999999995,-3.542
